Trade number,Instrument,Account,Strategy,Market pos.,Qty,Entry price,Exit price,Entry time,Exit time,Entry name,Exit name,Profit,Cum. net profit,Commission,MAE,MFE,ETD,Bars,
605,NQ JUN25,Backtest,Orb,Short,1,8633.00,8634.75,11/20/2017 9:28:00 AM,11/20/2017 4:00:00 PM,ORB_Short,Exit on session close,($35.00),$12035.00,$0.00,$140.00,$215.00,$250.00,377,
606,NQ JUN25,Backtest,Orb,Long,1,8680.25,8696.50,11/21/2017 8:46:00 AM,11/21/2017 4:00:00 PM,ORB_Long,Exit on session close,$325.00,$12360.00,$0.00,$5.00,$445.00,$120.00,420,
607,NQ JUN25,Backtest,Orb,Short,1,8694.00,8707.00,11/22/2017 9:23:00 AM,11/22/2017 1:28:00 PM,ORB_Short,Stop loss,($260.00),$12100.00,$0.00,$260.00,$15.00,$275.00,246,
608,NQ JUN25,Backtest,Orb,Short,1,8705.50,8702.50,11/23/2017 9:02:00 AM,11/23/2017 12:00:00 PM,ORB_Short,Exit on session close,$60.00,$12160.00,$0.00,$0.00,$160.00,$100.00,179,
609,NQ JUN25,Backtest,Orb,Long,1,8737.25,8726.00,11/27/2017 9:13:00 AM,11/27/2017 10:20:00 AM,ORB_Long,Stop loss,($225.00),$11935.00,$0.00,$225.00,$90.00,$315.00,68,
610,NQ JUN25,Backtest,Orb,Short,1,8730.25,8743.00,11/28/2017 8:49:00 AM,11/28/2017 11:26:00 AM,ORB_Short,Stop loss,($255.00),$11680.00,$0.00,$255.00,$85.00,$340.00,158,
611,NQ JUN25,Backtest,Orb,Short,1,8701.25,8621.75,11/29/2017 8:48:00 AM,11/29/2017 4:00:00 PM,ORB_Short,Exit on session close,$1590.00,$13270.00,$0.00,$115.00,$2020.00,$430.00,418,
612,NQ JUN25,Backtest,Orb,Long,1,8666.50,8673.00,11/30/2017 9:26:00 AM,11/30/2017 4:00:00 PM,ORB_Long,Exit on session close,$130.00,$13400.00,$0.00,$95.00,$565.00,$435.00,380,
613,NQ JUN25,Backtest,Orb,Long,1,8680.25,8639.00,12/1/2017 9:18:00 AM,12/1/2017 10:14:00 AM,ORB_Long,Stop loss,($825.00),$12575.00,$0.00,$825.00,$120.00,$945.00,57,
614,NQ JUN25,Backtest,Orb,Short,1,8683.75,8646.00,12/4/2017 8:47:00 AM,12/4/2017 9:06:00 AM,ORB_Short,Profit target,$755.00,$13330.00,$0.00,$120.00,$755.00,$0.00,20,
615,NQ JUN25,Backtest,Orb,Long,1,8617.75,8586.25,12/5/2017 9:13:00 AM,12/5/2017 4:00:00 PM,ORB_Long,Exit on session close,($630.00),$12700.00,$0.00,$760.00,$785.00,$1415.00,393,
616,NQ JUN25,Backtest,Orb,Long,1,8597.75,8618.25,12/6/2017 9:30:00 AM,12/6/2017 4:00:00 PM,ORB_Long,Exit on session close,$410.00,$13110.00,$0.00,$385.00,$530.00,$120.00,376,
617,NQ JUN25,Backtest,Orb,Long,1,8622.00,8610.50,12/7/2017 8:47:00 AM,12/7/2017 9:09:00 AM,ORB_Long,Stop loss,($230.00),$12880.00,$0.00,$230.00,$160.00,$390.00,23,
618,NQ JUN25,Backtest,Orb,Long,1,8689.25,8680.00,12/8/2017 8:46:00 AM,12/8/2017 9:41:00 AM,ORB_Long,Stop loss,($185.00),$12695.00,$0.00,$185.00,$60.00,$245.00,56,
619,NQ JUN25,Backtest,Orb,Long,1,8682.50,8721.00,12/11/2017 9:20:00 AM,12/11/2017 4:00:00 PM,ORB_Long,Exit on session close,$770.00,$13465.00,$0.00,$155.00,$870.00,$100.00,386,
620,NQ JUN25,Backtest,Orb,Short,1,8702.75,8710.75,12/12/2017 9:19:00 AM,12/12/2017 9:56:00 AM,ORB_Short,Stop loss,($160.00),$13305.00,$0.00,$160.00,$145.00,$305.00,38,
621,NQ JUN25,Backtest,Orb,Short,1,8723.25,8731.75,12/13/2017 9:09:00 AM,12/13/2017 10:10:00 AM,ORB_Short,Stop loss,($170.00),$13135.00,$0.00,$170.00,$130.00,$300.00,62,
622,NQ JUN25,Backtest,Orb,Short,1,8720.00,8728.25,12/14/2017 9:05:00 AM,12/14/2017 9:11:00 AM,ORB_Short,Stop loss,($165.00),$12970.00,$0.00,$165.00,$20.00,$185.00,7,
623,NQ JUN25,Backtest,Orb,Long,1,8737.25,8789.00,12/15/2017 9:18:00 AM,12/15/2017 3:03:00 PM,ORB_Long,Profit target,$1035.00,$14005.00,$0.00,$70.00,$1035.00,$0.00,346,
624,NQ JUN25,Backtest,Orb,Long,1,8829.25,8820.50,12/18/2017 9:13:00 AM,12/18/2017 10:01:00 AM,ORB_Long,Stop loss,($175.00),$13830.00,$0.00,$175.00,$70.00,$245.00,49,
625,NQ JUN25,Backtest,Orb,Short,1,8806.50,8801.75,12/19/2017 8:46:00 AM,12/19/2017 4:00:00 PM,ORB_Short,Exit on session close,$95.00,$13925.00,$0.00,$190.00,$570.00,$475.00,420,
626,NQ JUN25,Backtest,Orb,Short,1,8782.75,8796.75,12/21/2017 8:57:00 AM,12/21/2017 9:37:00 AM,ORB_Short,Stop loss,($280.00),$13645.00,$0.00,$280.00,$5.00,$285.00,41,
627,NQ JUN25,Backtest,Orb,Long,1,8767.50,8754.25,12/27/2017 9:05:00 AM,12/27/2017 10:43:00 AM,ORB_Long,Stop loss,($265.00),$13380.00,$0.00,$265.00,$125.00,$390.00,99,
628,NQ JUN25,Backtest,Orb,Short,1,8754.25,8743.00,12/28/2017 8:55:00 AM,12/28/2017 4:00:00 PM,ORB_Short,Exit on session close,$225.00,$13605.00,$0.00,$45.00,$275.00,$50.00,411,
629,NQ JUN25,Backtest,Orb,Short,1,8741.00,8682.25,12/29/2017 8:49:00 AM,12/29/2017 3:04:00 PM,ORB_Short,Profit target,$1175.00,$14780.00,$0.00,$40.00,$1175.00,$0.00,376,
630,NQ JUN25,Backtest,Orb,Long,1,8762.00,8813.50,1/2/2018 8:47:00 AM,1/2/2018 4:00:00 PM,ORB_Long,Exit on session close,$1030.00,$15810.00,$0.00,$0.00,$1190.00,$160.00,419,
631,NQ JUN25,Backtest,Orb,Long,1,8850.75,8882.00,1/3/2018 8:53:00 AM,1/3/2018 4:00:00 PM,ORB_Long,Exit on session close,$625.00,$16435.00,$0.00,$10.00,$775.00,$150.00,413,
632,NQ JUN25,Backtest,Orb,Short,1,8919.25,8927.75,1/5/2018 9:13:00 AM,1/5/2018 9:19:00 AM,ORB_Short,Stop loss,($170.00),$16265.00,$0.00,$170.00,$0.00,$170.00,7,
633,NQ JUN25,Backtest,Orb,Long,1,8977.00,8987.25,1/8/2018 9:28:00 AM,1/8/2018 4:00:00 PM,ORB_Long,Exit on session close,$205.00,$16470.00,$0.00,$140.00,$240.00,$35.00,378,
634,NQ JUN25,Backtest,Orb,Short,1,8976.50,9003.75,1/9/2018 8:46:00 AM,1/9/2018 12:24:00 PM,ORB_Short,Stop loss,($545.00),$15925.00,$0.00,$545.00,$220.00,$765.00,219,
635,NQ JUN25,Backtest,Orb,Short,1,8945.25,8955.25,1/10/2018 8:53:00 AM,1/10/2018 9:17:00 AM,ORB_Short,Stop loss,($200.00),$15725.00,$0.00,$200.00,$375.00,$575.00,25,
636,NQ JUN25,Backtest,Orb,Long,1,8989.50,8982.00,1/11/2018 9:06:00 AM,1/11/2018 9:22:00 AM,ORB_Long,Stop loss,($150.00),$15575.00,$0.00,$150.00,$40.00,$190.00,17,
637,NQ JUN25,Backtest,Orb,Long,1,9025.00,9070.25,1/12/2018 9:08:00 AM,1/12/2018 4:00:00 PM,ORB_Long,Exit on session close,$905.00,$16480.00,$0.00,$40.00,$1020.00,$115.00,399,
638,NQ JUN25,Backtest,Orb,Long,1,9079.00,9073.50,1/15/2018 9:13:00 AM,1/15/2018 11:15:00 AM,ORB_Long,Stop loss,($110.00),$16370.00,$0.00,$110.00,$65.00,$175.00,123,
639,NQ JUN25,Backtest,Orb,Long,1,9127.25,9104.00,1/16/2018 9:22:00 AM,1/16/2018 10:01:00 AM,ORB_Long,Stop loss,($465.00),$15905.00,$0.00,$465.00,$75.00,$540.00,40,
640,NQ JUN25,Backtest,Orb,Short,1,9051.25,9093.00,1/17/2018 8:47:00 AM,1/17/2018 11:39:00 AM,ORB_Short,Stop loss,($835.00),$15070.00,$0.00,$835.00,$30.00,$865.00,173,
641,NQ JUN25,Backtest,Orb,Short,1,9099.25,9113.75,1/18/2018 9:11:00 AM,1/18/2018 9:34:00 AM,ORB_Short,Stop loss,($290.00),$14780.00,$0.00,$290.00,$100.00,$390.00,24,
642,NQ JUN25,Backtest,Orb,Short,1,9119.75,9147.25,1/19/2018 9:06:00 AM,1/19/2018 3:01:00 PM,ORB_Short,Stop loss,($550.00),$14230.00,$0.00,$550.00,$215.00,$765.00,356,
643,NQ JUN25,Backtest,Orb,Long,1,9162.25,9230.00,1/22/2018 9:11:00 AM,1/22/2018 4:00:00 PM,ORB_Long,Exit on session close,$1355.00,$15585.00,$0.00,$35.00,$1545.00,$190.00,395,
644,NQ JUN25,Backtest,Orb,Long,1,9255.50,9258.25,1/23/2018 8:48:00 AM,1/23/2018 4:00:00 PM,ORB_Long,Exit on session close,$55.00,$15640.00,$0.00,$370.00,$480.00,$425.00,418,
645,NQ JUN25,Backtest,Orb,Short,1,9270.25,9289.50,1/24/2018 8:50:00 AM,1/24/2018 9:04:00 AM,ORB_Short,Stop loss,($385.00),$15255.00,$0.00,$385.00,$130.00,$515.00,15,
646,NQ JUN25,Backtest,Orb,Short,1,9261.50,9211.50,1/25/2018 8:46:00 AM,1/25/2018 1:49:00 PM,ORB_Short,Profit target,$1000.00,$16255.00,$0.00,$110.00,$1000.00,$0.00,304,
647,NQ JUN25,Backtest,Orb,Long,1,9270.00,9260.00,1/26/2018 9:03:00 AM,1/26/2018 9:15:00 AM,ORB_Long,Stop loss,($200.00),$16055.00,$0.00,$200.00,$15.00,$215.00,13,
648,NQ JUN25,Backtest,Orb,Short,1,9217.50,9238.50,1/30/2018 8:58:00 AM,1/30/2018 9:31:00 AM,ORB_Short,Stop loss,($420.00),$15635.00,$0.00,$420.00,$330.00,$750.00,34,
649,NQ JUN25,Backtest,Orb,Short,1,9270.50,9279.25,1/31/2018 9:04:00 AM,1/31/2018 9:15:00 AM,ORB_Short,Stop loss,($175.00),$15460.00,$0.00,$175.00,$50.00,$225.00,12,
650,NQ JUN25,Backtest,Orb,Long,1,9245.50,9199.00,2/1/2018 9:29:00 AM,2/1/2018 2:33:00 PM,ORB_Long,Stop loss,($930.00),$14530.00,$0.00,$930.00,$645.00,$1575.00,305,
651,NQ JUN25,Backtest,Orb,Short,1,9149.00,9063.50,2/2/2018 8:52:00 AM,2/2/2018 2:59:00 PM,ORB_Short,Profit target,$1710.00,$16240.00,$0.00,$300.00,$1710.00,$0.00,368,
652,NQ JUN25,Backtest,Orb,Long,1,9063.75,8998.25,2/5/2018 9:11:00 AM,2/5/2018 12:18:00 PM,ORB_Long,Stop loss,($1310.00),$14930.00,$0.00,$1310.00,$960.00,$2270.00,188,
653,NQ JUN25,Backtest,Orb,Long,1,8890.75,8934.00,2/6/2018 8:56:00 AM,2/6/2018 4:00:00 PM,ORB_Long,Exit on session close,$865.00,$15795.00,$0.00,$3400.00,$1700.00,$835.00,410,
654,NQ JUN25,Backtest,Orb,Long,1,8977.50,8936.50,2/7/2018 9:07:00 AM,2/7/2018 11:50:00 AM,ORB_Long,Stop loss,($820.00),$14975.00,$0.00,$820.00,$770.00,$1590.00,164,
655,NQ JUN25,Backtest,Orb,Long,1,8813.50,8859.75,2/13/2018 9:02:00 AM,2/13/2018 4:00:00 PM,ORB_Long,Exit on session close,$925.00,$15900.00,$0.00,$260.00,$1115.00,$190.00,404,
656,NQ JUN25,Backtest,Orb,Long,1,8904.50,8974.75,2/14/2018 9:22:00 AM,2/14/2018 4:00:00 PM,ORB_Long,Exit on session close,$1405.00,$17305.00,$0.00,$355.00,$1730.00,$325.00,384,
657,NQ JUN25,Backtest,Orb,Long,1,9046.00,9026.75,2/15/2018 9:04:00 AM,2/15/2018 9:12:00 AM,ORB_Long,Stop loss,($385.00),$16920.00,$0.00,$385.00,$65.00,$450.00,9,
658,NQ JUN25,Backtest,Orb,Long,1,9121.00,9076.50,2/16/2018 9:31:00 AM,2/16/2018 12:31:00 PM,ORB_Long,Stop loss,($890.00),$16030.00,$0.00,$890.00,$490.00,$1380.00,181,
659,NQ JUN25,Backtest,Orb,Short,1,9089.00,9078.00,2/19/2018 9:02:00 AM,2/19/2018 12:00:00 PM,ORB_Short,Exit on session close,$220.00,$16250.00,$0.00,$15.00,$650.00,$430.00,179,
660,NQ JUN25,Backtest,Orb,Long,1,9091.75,9090.25,2/20/2018 9:17:00 AM,2/20/2018 4:00:00 PM,ORB_Long,Exit on session close,($30.00),$16220.00,$0.00,$860.00,$1005.00,$1035.00,389,
661,NQ JUN25,Backtest,Orb,Long,1,9135.25,9109.00,2/21/2018 9:20:00 AM,2/21/2018 2:10:00 PM,ORB_Long,Stop loss,($525.00),$15695.00,$0.00,$525.00,$970.00,$1495.00,291,
662,NQ JUN25,Backtest,Orb,Short,1,9084.75,9096.50,2/22/2018 9:04:00 AM,2/22/2018 9:05:00 AM,ORB_Short,Stop loss,($235.00),$15460.00,$0.00,$235.00,$20.00,$255.00,2,
663,NQ JUN25,Backtest,Orb,Short,1,9112.00,9090.75,2/23/2018 9:01:00 AM,2/23/2018 9:30:00 AM,ORB_Short,Profit target,$425.00,$15885.00,$0.00,$125.00,$425.00,$0.00,30,
664,NQ JUN25,Backtest,Orb,Long,1,9257.75,9301.75,2/26/2018 9:12:00 AM,2/26/2018 4:00:00 PM,ORB_Long,Exit on session close,$880.00,$16765.00,$0.00,$510.00,$960.00,$80.00,394,
665,NQ JUN25,Backtest,Orb,Short,1,9270.25,9295.50,2/27/2018 8:56:00 AM,2/27/2018 9:13:00 AM,ORB_Short,Stop loss,($505.00),$16260.00,$0.00,$505.00,$100.00,$605.00,18,
666,NQ JUN25,Backtest,Orb,Short,1,9118.00,9178.50,3/1/2018 8:46:00 AM,3/1/2018 9:34:00 AM,ORB_Short,Stop loss,($1210.00),$15050.00,$0.00,$1210.00,$460.00,$1670.00,49,
667,NQ JUN25,Backtest,Orb,Short,1,9067.75,9082.75,3/5/2018 9:03:00 AM,3/5/2018 9:06:00 AM,ORB_Short,Stop loss,($300.00),$14750.00,$0.00,$300.00,$10.00,$310.00,4,
668,NQ JUN25,Backtest,Orb,Short,1,9200.75,9219.75,3/6/2018 8:46:00 AM,3/6/2018 8:53:00 AM,ORB_Short,Stop loss,($380.00),$14370.00,$0.00,$380.00,$90.00,$470.00,8,
669,NQ JUN25,Backtest,Orb,Short,1,9257.00,9269.75,3/8/2018 9:00:00 AM,3/8/2018 10:15:00 AM,ORB_Short,Stop loss,($255.00),$14115.00,$0.00,$255.00,$280.00,$535.00,76,
670,NQ JUN25,Backtest,Orb,Long,1,9330.50,9357.00,3/9/2018 9:13:00 AM,3/9/2018 9:46:00 AM,ORB_Long,Profit target,$530.00,$14645.00,$0.00,$0.00,$530.00,$0.00,34,
671,NQ JUN25,Backtest,Orb,Long,1,9447.00,9423.50,3/12/2018 9:17:00 AM,3/12/2018 10:10:00 AM,ORB_Long,Stop loss,($470.00),$14175.00,$0.00,$470.00,$45.00,$515.00,54,
672,NQ JUN25,Backtest,Orb,Short,1,9467.50,9478.75,3/13/2018 9:02:00 AM,3/13/2018 9:17:00 AM,ORB_Short,Stop loss,($225.00),$13950.00,$0.00,$225.00,$80.00,$305.00,16,
673,NQ JUN25,Backtest,Orb,Short,1,9357.50,9383.50,3/14/2018 9:29:00 AM,3/14/2018 12:54:00 PM,ORB_Short,Stop loss,($520.00),$13430.00,$0.00,$520.00,$905.00,$1425.00,206,
674,NQ JUN25,Backtest,Orb,Short,1,9337.00,9349.75,3/15/2018 9:02:00 AM,3/15/2018 9:30:00 AM,ORB_Short,Stop loss,($255.00),$13175.00,$0.00,$255.00,$115.00,$370.00,29,
675,NQ JUN25,Backtest,Orb,Long,1,9358.50,9337.25,3/16/2018 9:23:00 AM,3/16/2018 10:16:00 AM,ORB_Long,Stop loss,($425.00),$12750.00,$0.00,$425.00,$30.00,$455.00,54,
676,NQ JUN25,Backtest,Orb,Short,1,9220.75,9140.25,3/19/2018 9:12:00 AM,3/19/2018 10:46:00 AM,ORB_Short,Profit target,$1610.00,$14360.00,$0.00,$175.00,$1610.00,$0.00,95,
677,NQ JUN25,Backtest,Orb,Long,1,9172.75,9213.00,3/21/2018 8:55:00 AM,3/21/2018 1:01:00 PM,ORB_Long,Profit target,$805.00,$15165.00,$0.00,$100.00,$805.00,$0.00,247,
678,NQ JUN25,Backtest,Orb,Long,1,9081.00,9043.00,3/22/2018 9:13:00 AM,3/22/2018 9:48:00 AM,ORB_Long,Stop loss,($760.00),$14405.00,$0.00,$760.00,$375.00,$1135.00,36,
679,NQ JUN25,Backtest,Orb,Short,1,8911.25,8853.50,3/26/2018 9:31:00 AM,3/26/2018 10:16:00 AM,ORB_Short,Profit target,$1155.00,$15560.00,$0.00,$120.00,$1155.00,$0.00,46,
680,NQ JUN25,Backtest,Orb,Short,1,9047.50,8913.75,3/27/2018 9:16:00 AM,3/27/2018 1:32:00 PM,ORB_Short,Profit target,$2675.00,$18235.00,$0.00,$625.00,$2675.00,$0.00,257,
681,NQ JUN25,Backtest,Orb,Short,1,8788.50,8701.25,4/2/2018 8:50:00 AM,4/2/2018 10:06:00 AM,ORB_Short,Profit target,$1745.00,$19980.00,$0.00,$85.00,$1745.00,$0.00,77,
682,NQ JUN25,Backtest,Orb,Short,1,8694.25,8741.50,4/3/2018 8:57:00 AM,4/3/2018 10:08:00 AM,ORB_Short,Stop loss,($945.00),$19035.00,$0.00,$945.00,$1345.00,$2290.00,72,
683,NQ JUN25,Backtest,Orb,Long,1,8678.25,8845.50,4/4/2018 9:12:00 AM,4/4/2018 2:43:00 PM,ORB_Long,Profit target,$3345.00,$22380.00,$0.00,$795.00,$3345.00,$0.00,332,
684,NQ JUN25,Backtest,Orb,Short,1,8870.50,8913.75,4/5/2018 8:50:00 AM,4/5/2018 10:11:00 AM,ORB_Short,Stop loss,($865.00),$21515.00,$0.00,$865.00,$100.00,$965.00,82,
685,NQ JUN25,Backtest,Orb,Long,1,8820.75,8767.75,4/9/2018 9:00:00 AM,4/9/2018 2:57:00 PM,ORB_Long,Stop loss,($1060.00),$20455.00,$0.00,$1060.00,$1460.00,$2520.00,358,
686,NQ JUN25,Backtest,Orb,Short,1,8841.00,8865.50,4/10/2018 9:08:00 AM,4/10/2018 9:26:00 AM,ORB_Short,Stop loss,($490.00),$19965.00,$0.00,$490.00,$160.00,$650.00,19,
687,NQ JUN25,Backtest,Orb,Long,1,8883.75,8871.25,4/11/2018 9:06:00 AM,4/11/2018 4:00:00 PM,ORB_Long,Exit on session close,($250.00),$19715.00,$0.00,$460.00,$1105.00,$1355.00,400,
688,NQ JUN25,Backtest,Orb,Long,1,8940.50,8949.25,4/12/2018 8:47:00 AM,4/12/2018 4:00:00 PM,ORB_Long,Exit on session close,$175.00,$19890.00,$0.00,$510.00,$580.00,$405.00,419,
689,NQ JUN25,Backtest,Orb,Short,1,8955.00,8918.00,4/13/2018 9:03:00 AM,4/13/2018 4:00:00 PM,ORB_Short,Exit on session close,$740.00,$20630.00,$0.00,$50.00,$1460.00,$720.00,403,
690,NQ JUN25,Backtest,Orb,Short,1,8940.50,8965.25,4/16/2018 8:46:00 AM,4/16/2018 11:48:00 AM,ORB_Short,Stop loss,($495.00),$20135.00,$0.00,$495.00,$510.00,$1005.00,183,
691,NQ JUN25,Backtest,Orb,Long,1,9055.50,9101.25,4/17/2018 9:15:00 AM,4/17/2018 4:00:00 PM,ORB_Long,Exit on session close,$915.00,$21050.00,$0.00,$195.00,$1300.00,$385.00,391,
692,NQ JUN25,Backtest,Orb,Short,1,9082.25,9119.00,4/18/2018 9:10:00 AM,4/18/2018 10:02:00 AM,ORB_Short,Stop loss,($735.00),$20315.00,$0.00,$735.00,$195.00,$930.00,53,
693,NQ JUN25,Backtest,Orb,Short,1,9002.25,8951.50,4/20/2018 8:54:00 AM,4/20/2018 4:00:00 PM,ORB_Short,Exit on session close,$1015.00,$21330.00,$0.00,$325.00,$1610.00,$595.00,412,
694,NQ JUN25,Backtest,Orb,Short,1,8930.00,8834.75,4/24/2018 8:56:00 AM,4/24/2018 11:18:00 AM,ORB_Short,Profit target,$1905.00,$23235.00,$0.00,$440.00,$1905.00,$0.00,143,
695,NQ JUN25,Backtest,Orb,Short,1,8735.75,8801.25,4/25/2018 8:46:00 AM,4/25/2018 10:03:00 AM,ORB_Short,Stop loss,($1310.00),$21925.00,$0.00,$1310.00,$615.00,$1925.00,78,
696,NQ JUN25,Backtest,Orb,Long,1,8912.75,9006.00,4/26/2018 9:12:00 AM,4/26/2018 3:05:00 PM,ORB_Long,Profit target,$1865.00,$23790.00,$0.00,$400.00,$1865.00,$0.00,354,
697,NQ JUN25,Backtest,Orb,Short,1,8943.25,8947.75,4/27/2018 9:27:00 AM,4/27/2018 4:00:00 PM,ORB_Short,Exit on session close,($90.00),$23700.00,$0.00,$260.00,$890.00,$980.00,379,
698,NQ JUN25,Backtest,Orb,Long,1,8981.00,8951.25,4/30/2018 9:03:00 AM,4/30/2018 10:28:00 AM,ORB_Long,Stop loss,($595.00),$23105.00,$0.00,$595.00,$255.00,$850.00,86,
699,NQ JUN25,Backtest,Orb,Long,1,8891.75,8865.75,5/1/2018 8:58:00 AM,5/1/2018 10:04:00 AM,ORB_Long,Stop loss,($520.00),$22585.00,$0.00,$520.00,$350.00,$870.00,67,
700,NQ JUN25,Backtest,Orb,Short,1,8971.50,8980.75,5/2/2018 9:11:00 AM,5/2/2018 9:14:00 AM,ORB_Short,Stop loss,($185.00),$22400.00,$0.00,$185.00,$145.00,$330.00,4,
701,NQ JUN25,Backtest,Orb,Short,1,8877.50,8830.50,5/3/2018 9:20:00 AM,5/3/2018 9:41:00 AM,ORB_Short,Profit target,$940.00,$23340.00,$0.00,$35.00,$940.00,$0.00,22,
702,NQ JUN25,Backtest,Orb,Long,1,8943.00,9055.00,5/4/2018 9:09:00 AM,5/4/2018 4:00:00 PM,ORB_Long,Exit on session close,$2240.00,$25580.00,$0.00,$55.00,$2425.00,$185.00,397,
703,NQ JUN25,Backtest,Orb,Long,1,9100.50,9078.00,5/7/2018 9:23:00 AM,5/7/2018 2:24:00 PM,ORB_Long,Stop loss,($450.00),$25130.00,$0.00,$450.00,$530.00,$980.00,302,
704,NQ JUN25,Backtest,Orb,Short,1,9070.75,9092.50,5/8/2018 8:47:00 AM,5/8/2018 9:37:00 AM,ORB_Short,Stop loss,($435.00),$24695.00,$0.00,$435.00,$250.00,$685.00,51,
705,NQ JUN25,Backtest,Orb,Short,1,9101.50,9112.50,5/9/2018 8:55:00 AM,5/9/2018 9:15:00 AM,ORB_Short,Stop loss,($220.00),$24475.00,$0.00,$220.00,$165.00,$385.00,21,
706,NQ JUN25,Backtest,Orb,Long,1,9207.00,9228.25,5/10/2018 9:28:00 AM,5/10/2018 4:00:00 PM,ORB_Long,Exit on session close,$425.00,$24900.00,$0.00,$40.00,$800.00,$375.00,378,
707,NQ JUN25,Backtest,Orb,Long,1,9237.75,9229.00,5/11/2018 9:11:00 AM,5/11/2018 9:33:00 AM,ORB_Long,Stop loss,($175.00),$24725.00,$0.00,$175.00,$155.00,$330.00,23,
708,NQ JUN25,Backtest,Orb,Long,1,9274.25,9248.00,5/14/2018 8:46:00 AM,5/14/2018 12:19:00 PM,ORB_Long,Stop loss,($525.00),$24200.00,$0.00,$525.00,$300.00,$825.00,214,
709,NQ JUN25,Backtest,Orb,Long,1,9191.50,9210.00,5/16/2018 8:52:00 AM,5/16/2018 4:00:00 PM,ORB_Long,Exit on session close,$370.00,$24570.00,$0.00,$190.00,$755.00,$385.00,414,
710,NQ JUN25,Backtest,Orb,Long,1,9198.25,9182.50,5/17/2018 9:03:00 AM,5/17/2018 12:44:00 PM,ORB_Long,Stop loss,($315.00),$24255.00,$0.00,$315.00,$790.00,$1105.00,222,
711,NQ JUN25,Backtest,Orb,Short,1,9142.50,9162.50,5/18/2018 9:07:00 AM,5/18/2018 9:21:00 AM,ORB_Short,Stop loss,($400.00),$23855.00,$0.00,$400.00,$5.00,$405.00,15,
712,NQ JUN25,Backtest,Orb,Short,1,9207.25,9173.75,5/22/2018 8:58:00 AM,5/22/2018 2:51:00 PM,ORB_Short,Profit target,$670.00,$24525.00,$0.00,$130.00,$670.00,$0.00,354,
713,NQ JUN25,Backtest,Orb,Long,1,9161.25,9232.75,5/23/2018 9:10:00 AM,5/23/2018 4:00:00 PM,ORB_Long,Exit on session close,$1430.00,$25955.00,$0.00,$530.00,$1520.00,$90.00,396,
714,NQ JUN25,Backtest,Orb,Short,1,9205.75,9236.25,5/24/2018 8:51:00 AM,5/24/2018 1:22:00 PM,ORB_Short,Stop loss,($610.00),$25345.00,$0.00,$610.00,$895.00,$1505.00,272,
715,NQ JUN25,Backtest,Orb,Long,1,9246.00,9241.00,5/25/2018 8:58:00 AM,5/25/2018 4:00:00 PM,ORB_Long,Exit on session close,($100.00),$25245.00,$0.00,$295.00,$385.00,$485.00,408,
716,NQ JUN25,Backtest,Orb,Long,1,9256.50,9268.25,5/28/2018 8:53:00 AM,5/28/2018 12:00:00 PM,ORB_Long,Exit on session close,$235.00,$25480.00,$0.00,$55.00,$350.00,$115.00,188,
717,NQ JUN25,Backtest,Orb,Long,1,9243.25,9196.00,5/29/2018 9:11:00 AM,5/29/2018 10:45:00 AM,ORB_Long,Stop loss,($945.00),$24535.00,$0.00,$945.00,$20.00,$965.00,95,
718,NQ JUN25,Backtest,Orb,Long,1,9310.25,9361.50,6/1/2018 8:57:00 AM,6/1/2018 4:00:00 PM,ORB_Long,Exit on session close,$1025.00,$25560.00,$0.00,$285.00,$1120.00,$95.00,409,
719,NQ JUN25,Backtest,Orb,Long,1,9449.25,9435.00,6/5/2018 9:02:00 AM,6/5/2018 10:08:00 AM,ORB_Long,Stop loss,($285.00),$25275.00,$0.00,$285.00,$220.00,$505.00,67,
720,NQ JUN25,Backtest,Orb,Short,1,9448.75,9430.50,6/6/2018 8:59:00 AM,6/6/2018 9:03:00 AM,ORB_Short,Profit target,$365.00,$25640.00,$0.00,$0.00,$365.00,$0.00,5,
721,NQ JUN25,Backtest,Orb,Short,1,9484.00,9464.75,6/7/2018 8:47:00 AM,6/7/2018 9:09:00 AM,ORB_Short,Profit target,$385.00,$26025.00,$0.00,$50.00,$385.00,$0.00,23,
722,NQ JUN25,Backtest,Orb,Long,1,9408.75,9385.75,6/8/2018 9:04:00 AM,6/8/2018 9:40:00 AM,ORB_Long,Stop loss,($460.00),$25565.00,$0.00,$460.00,$95.00,$555.00,37,
723,NQ JUN25,Backtest,Orb,Long,1,9464.75,9457.25,6/12/2018 8:46:00 AM,6/12/2018 8:53:00 AM,ORB_Long,Stop loss,($150.00),$25415.00,$0.00,$150.00,$90.00,$240.00,8,
724,NQ JUN25,Backtest,Orb,Long,1,9499.25,9515.00,6/13/2018 8:47:00 AM,6/13/2018 9:13:00 AM,ORB_Long,Profit target,$315.00,$25730.00,$0.00,$10.00,$315.00,$0.00,27,
725,NQ JUN25,Backtest,Orb,Long,1,9551.00,9563.75,6/14/2018 9:08:00 AM,6/14/2018 4:00:00 PM,ORB_Long,Exit on session close,$255.00,$25985.00,$0.00,$545.00,$440.00,$185.00,398,
726,NQ JUN25,Backtest,Orb,Long,1,9499.50,9525.50,6/18/2018 9:22:00 AM,6/18/2018 4:00:00 PM,ORB_Long,Exit on session close,$520.00,$26505.00,$0.00,$200.00,$665.00,$145.00,384,
