Trade number,Instrument,Account,Strategy,Market pos.,Qty,Entry price,Exit price,Entry time,Exit time,Entry name,Exit name,Profit,Cum. net profit,Commission,MAE,MFE,ETD,Bars,
1487,NQ JUN25,Backtest,Orb,Short,1,13573.50,13602.50,7/5/2022 8:47:00 AM,7/5/2022 8:49:00 AM,ORB_Short,Stop loss,($580.00),$116665.00,$0.00,$580.00,$65.00,$645.00,3,
1488,NQ JUN25,Backtest,Orb,Short,1,13935.00,13973.75,7/6/2022 9:02:00 AM,7/6/2022 9:07:00 AM,ORB_Short,Stop loss,($775.00),$115890.00,$0.00,$775.00,$305.00,$1080.00,6,
1489,NQ JUN25,Backtest,Orb,Long,1,14136.25,14254.00,7/7/2022 9:02:00 AM,7/7/2022 4:00:00 PM,ORB_Long,Exit on session close,$2355.00,$118245.00,$0.00,$235.00,$3330.00,$975.00,419,
1490,NQ JUN25,Backtest,Orb,Long,1,14236.50,14294.50,7/8/2022 9:28:00 AM,7/8/2022 4:00:00 PM,ORB_Long,Exit on session close,$1160.00,$119405.00,$0.00,$1275.00,$2175.00,$1015.00,393,
1491,NQ JUN25,Backtest,Orb,Short,1,13991.25,13915.00,7/12/2022 9:01:00 AM,7/12/2022 4:00:00 PM,ORB_Short,Exit on session close,$1525.00,$120930.00,$0.00,$1700.00,$2900.00,$1375.00,420,
1492,NQ JUN25,Backtest,Orb,Long,1,13767.75,13867.00,7/13/2022 9:02:00 AM,7/13/2022 4:00:00 PM,ORB_Long,Exit on session close,$1985.00,$122915.00,$0.00,$710.00,$4420.00,$2435.00,419,
1493,NQ JUN25,Backtest,Orb,Short,1,13746.50,13797.75,7/14/2022 8:47:00 AM,7/14/2022 10:23:00 AM,ORB_Short,Stop loss,($1025.00),$121890.00,$0.00,$1025.00,$2020.00,$3045.00,97,
1494,NQ JUN25,Backtest,Orb,Long,1,14081.00,14153.50,7/15/2022 9:04:00 AM,7/15/2022 4:00:00 PM,ORB_Long,Exit on session close,$1450.00,$123340.00,$0.00,$1090.00,$1495.00,$45.00,417,
1495,NQ JUN25,Backtest,Orb,Long,1,14281.25,14246.25,7/18/2022 9:02:00 AM,7/18/2022 9:12:00 AM,ORB_Long,Stop loss,($700.00),$122640.00,$0.00,$700.00,$730.00,$1430.00,11,
1496,NQ JUN25,Backtest,Orb,Long,1,14212.50,14341.50,7/19/2022 9:28:00 AM,7/19/2022 11:49:00 AM,ORB_Long,Profit target,$2580.00,$125220.00,$0.00,$25.00,$2580.00,$0.00,142,
1497,NQ JUN25,Backtest,Orb,Long,1,14509.50,14562.25,7/20/2022 9:27:00 AM,7/20/2022 4:00:00 PM,ORB_Long,Exit on session close,$1055.00,$126275.00,$0.00,$345.00,$2845.00,$1790.00,394,
1498,NQ JUN25,Backtest,Orb,Short,1,14552.50,14660.25,7/21/2022 9:16:00 AM,7/21/2022 10:33:00 AM,ORB_Short,Stop loss,($2155.00),$124120.00,$0.00,$2155.00,$895.00,$3050.00,78,
1499,NQ JUN25,Backtest,Orb,Long,1,14791.75,14737.25,7/22/2022 8:51:00 AM,7/22/2022 8:57:00 AM,ORB_Long,Stop loss,($1090.00),$123030.00,$0.00,$1090.00,$820.00,$1910.00,7,
1500,NQ JUN25,Backtest,Orb,Short,1,14485.00,14461.75,7/25/2022 9:08:00 AM,7/25/2022 4:00:00 PM,ORB_Short,Exit on session close,$465.00,$123495.00,$0.00,$1125.00,$1685.00,$1220.00,413,
1501,NQ JUN25,Backtest,Orb,Short,1,14326.50,14330.50,7/26/2022 9:22:00 AM,7/26/2022 4:00:00 PM,ORB_Short,Exit on session close,($80.00),$123415.00,$0.00,$305.00,$2405.00,$2485.00,399,
1502,NQ JUN25,Backtest,Orb,Long,1,14535.50,14714.50,7/27/2022 9:08:00 AM,7/27/2022 4:00:00 PM,ORB_Long,Exit on session close,$3580.00,$126995.00,$0.00,$275.00,$5775.00,$2195.00,413,
1503,NQ JUN25,Backtest,Orb,Long,1,15015.25,14928.00,7/29/2022 9:02:00 AM,7/29/2022 10:34:00 AM,ORB_Long,Stop loss,($1745.00),$125250.00,$0.00,$1745.00,$995.00,$2740.00,93,
1504,NQ JUN25,Backtest,Orb,Long,1,15133.50,15114.50,8/1/2022 8:55:00 AM,8/1/2022 4:00:00 PM,ORB_Long,Exit on session close,($380.00),$124870.00,$0.00,$2035.00,$2190.00,$2570.00,426,
1505,NQ JUN25,Backtest,Orb,Long,1,15222.50,15382.25,8/3/2022 9:02:00 AM,8/3/2022 4:00:00 PM,ORB_Long,Exit on session close,$3195.00,$128065.00,$0.00,$550.00,$4440.00,$1245.00,418,
1506,NQ JUN25,Backtest,Orb,Short,1,15378.25,15430.25,8/4/2022 9:19:00 AM,8/4/2022 11:11:00 AM,ORB_Short,Stop loss,($1040.00),$127025.00,$0.00,$1040.00,$1185.00,$2225.00,113,
1507,NQ JUN25,Backtest,Orb,Long,1,15358.50,15241.25,8/5/2022 9:04:00 AM,8/5/2022 10:28:00 AM,ORB_Long,Stop loss,($2345.00),$124680.00,$0.00,$2345.00,$1715.00,$4060.00,85,
1508,NQ JUN25,Backtest,Orb,Long,1,15520.25,15389.75,8/8/2022 8:55:00 AM,8/8/2022 10:40:00 AM,ORB_Long,Stop loss,($2610.00),$122070.00,$0.00,$2610.00,$665.00,$3275.00,106,
1509,NQ JUN25,Backtest,Orb,Short,1,15392.25,15478.00,8/10/2022 9:21:00 AM,8/10/2022 10:01:00 AM,ORB_Short,Stop loss,($1715.00),$120355.00,$0.00,$1715.00,$405.00,$2120.00,41,
1510,NQ JUN25,Backtest,Orb,Long,1,15653.50,15612.25,8/11/2022 9:02:00 AM,8/11/2022 9:48:00 AM,ORB_Long,Stop loss,($825.00),$119530.00,$0.00,$825.00,$1115.00,$1940.00,47,
1511,NQ JUN25,Backtest,Orb,Short,1,15516.75,15548.25,8/12/2022 9:02:00 AM,8/12/2022 9:02:00 AM,ORB_Short,Stop loss,($630.00),$118900.00,$0.00,$630.00,$0.00,$630.00,1,
1512,NQ JUN25,Backtest,Orb,Long,1,15745.25,15813.00,8/15/2022 9:02:00 AM,8/15/2022 4:00:00 PM,ORB_Long,Exit on session close,$1355.00,$120255.00,$0.00,$1435.00,$1900.00,$545.00,419,
1513,NQ JUN25,Backtest,Orb,Short,1,15708.00,15785.00,8/16/2022 9:03:00 AM,8/16/2022 10:32:00 AM,ORB_Short,Stop loss,($1540.00),$118715.00,$0.00,$1540.00,$1020.00,$2560.00,90,
1514,NQ JUN25,Backtest,Orb,Short,1,15617.25,15666.25,8/17/2022 9:16:00 AM,8/17/2022 1:03:00 PM,ORB_Short,Stop loss,($980.00),$117735.00,$0.00,$980.00,$1535.00,$2515.00,228,
1515,NQ JUN25,Backtest,Orb,Short,1,15563.00,15650.00,8/18/2022 9:02:00 AM,8/18/2022 9:42:00 AM,ORB_Short,Stop loss,($1740.00),$115995.00,$0.00,$1740.00,$125.00,$1865.00,41,
1516,NQ JUN25,Backtest,Orb,Short,1,15150.25,15067.75,8/22/2022 9:11:00 AM,8/22/2022 4:00:00 PM,ORB_Short,Exit on session close,$1650.00,$117645.00,$0.00,$95.00,$2830.00,$1180.00,410,
1517,NQ JUN25,Backtest,Orb,Long,1,15055.25,15090.25,8/24/2022 9:02:00 AM,8/24/2022 4:00:00 PM,ORB_Long,Exit on session close,$700.00,$118345.00,$0.00,$885.00,$1805.00,$1105.00,419,
1518,NQ JUN25,Backtest,Orb,Long,1,15177.00,15138.00,8/25/2022 9:00:00 AM,8/25/2022 10:25:00 AM,ORB_Long,Stop loss,($780.00),$117565.00,$0.00,$780.00,$1505.00,$2285.00,86,
1519,NQ JUN25,Backtest,Orb,Short,1,15245.50,14986.00,8/26/2022 9:02:00 AM,8/26/2022 10:04:00 AM,ORB_Short,Profit target,$5190.00,$122755.00,$0.00,$1745.00,$5190.00,$0.00,63,
1520,NQ JUN25,Backtest,Orb,Long,1,14725.25,14616.00,8/29/2022 9:18:00 AM,8/29/2022 9:53:00 AM,ORB_Long,Stop loss,($2185.00),$120570.00,$0.00,$2185.00,$385.00,$2570.00,36,
1521,NQ JUN25,Backtest,Orb,Short,1,14639.50,14437.75,8/30/2022 8:46:00 AM,8/30/2022 9:45:00 AM,ORB_Short,Profit target,$4035.00,$124605.00,$0.00,$470.00,$4035.00,$0.00,59,
1522,NQ JUN25,Backtest,Orb,Short,1,14546.75,14439.75,8/31/2022 9:17:00 AM,8/31/2022 4:00:00 PM,ORB_Short,Exit on session close,$2140.00,$126745.00,$0.00,$530.00,$2725.00,$585.00,404,
1523,NQ JUN25,Backtest,Orb,Short,1,14293.75,14203.25,9/1/2022 9:03:00 AM,9/1/2022 9:48:00 AM,ORB_Short,Profit target,$1810.00,$128555.00,$0.00,$270.00,$1810.00,$0.00,46,
1524,NQ JUN25,Backtest,Orb,Short,1,14500.75,14555.25,9/2/2022 9:14:00 AM,9/2/2022 9:32:00 AM,ORB_Short,Stop loss,($1090.00),$127465.00,$0.00,$1090.00,$295.00,$1385.00,19,
1525,NQ JUN25,Backtest,Orb,Long,1,14281.50,14270.25,9/5/2022 9:12:00 AM,9/5/2022 12:00:00 PM,ORB_Long,Exit on session close,($225.00),$127240.00,$0.00,$370.00,$405.00,$630.00,169,
1526,NQ JUN25,Backtest,Orb,Short,1,14156.00,14154.50,9/6/2022 9:02:00 AM,9/6/2022 4:00:00 PM,ORB_Short,Exit on session close,$30.00,$127270.00,$0.00,$2435.00,$1835.00,$1805.00,419,
1527,NQ JUN25,Backtest,Orb,Long,1,14400.75,14285.00,9/8/2022 9:21:00 AM,9/8/2022 11:16:00 AM,ORB_Long,Stop loss,($2315.00),$124955.00,$0.00,$2315.00,$2210.00,$4525.00,116,
1528,NQ JUN25,Backtest,Orb,Long,1,14652.75,14727.00,9/9/2022 9:03:00 AM,9/9/2022 4:00:00 PM,ORB_Long,Exit on session close,$1485.00,$126440.00,$0.00,$610.00,$1925.00,$440.00,418,
1529,NQ JUN25,Backtest,Orb,Long,1,14864.25,14779.75,9/12/2022 8:57:00 AM,9/12/2022 11:11:00 AM,ORB_Long,Stop loss,($1690.00),$124750.00,$0.00,$1690.00,$635.00,$2325.00,135,
1530,NQ JUN25,Backtest,Orb,Short,1,14460.00,14272.00,9/13/2022 8:58:00 AM,9/13/2022 1:53:00 PM,ORB_Short,Profit target,$3760.00,$128510.00,$0.00,$255.00,$3760.00,$0.00,296,
1531,NQ JUN25,Backtest,Orb,Short,1,14177.25,14231.25,9/14/2022 9:28:00 AM,9/14/2022 9:39:00 AM,ORB_Short,Stop loss,($1080.00),$127430.00,$0.00,$1080.00,$520.00,$1600.00,12,
1532,NQ JUN25,Backtest,Orb,Long,1,14283.25,14183.75,9/15/2022 9:02:00 AM,9/15/2022 9:29:00 AM,ORB_Long,Stop loss,($1990.00),$125440.00,$0.00,$1990.00,$170.00,$2160.00,28,
1533,NQ JUN25,Backtest,Orb,Short,1,13862.25,13928.50,9/16/2022 9:02:00 AM,9/16/2022 9:14:00 AM,ORB_Short,Stop loss,($1325.00),$124115.00,$0.00,$1325.00,$25.00,$1350.00,13,
1534,NQ JUN25,Backtest,Orb,Long,1,14054.50,14016.75,9/21/2022 9:31:00 AM,9/21/2022 9:37:00 AM,ORB_Long,Stop loss,($755.00),$123360.00,$0.00,$755.00,$60.00,$815.00,7,
1535,NQ JUN25,Backtest,Orb,Short,1,13661.50,13624.25,9/22/2022 8:53:00 AM,9/22/2022 4:00:00 PM,ORB_Short,Exit on session close,$745.00,$124105.00,$0.00,$1630.00,$1875.00,$1130.00,428,
1536,NQ JUN25,Backtest,Orb,Short,1,13462.00,13445.75,9/23/2022 8:47:00 AM,9/23/2022 4:00:00 PM,ORB_Short,Exit on session close,$325.00,$124430.00,$0.00,$490.00,$3505.00,$3180.00,434,
1537,NQ JUN25,Backtest,Orb,Long,1,13549.25,13399.75,9/26/2022 9:01:00 AM,9/26/2022 11:26:00 AM,ORB_Long,Stop loss,($2990.00),$121440.00,$0.00,$2990.00,$925.00,$3915.00,146,
1538,NQ JUN25,Backtest,Orb,Short,1,13506.25,13548.25,9/27/2022 9:02:00 AM,9/27/2022 9:45:00 AM,ORB_Short,Stop loss,($840.00),$120600.00,$0.00,$840.00,$865.00,$1705.00,44,
1539,NQ JUN25,Backtest,Orb,Long,1,13415.25,13553.75,9/28/2022 9:25:00 AM,9/28/2022 11:14:00 AM,ORB_Long,Profit target,$2770.00,$123370.00,$0.00,$0.00,$2770.00,$0.00,110,
1540,NQ JUN25,Backtest,Orb,Short,1,13323.25,13291.75,9/29/2022 8:46:00 AM,9/29/2022 4:00:00 PM,ORB_Short,Exit on session close,$630.00,$124000.00,$0.00,$450.00,$3480.00,$2850.00,435,
1541,NQ JUN25,Backtest,Orb,Long,1,13195.50,13292.75,10/3/2022 9:03:00 AM,10/3/2022 10:11:00 AM,ORB_Long,Profit target,$1945.00,$125945.00,$0.00,$140.00,$1945.00,$0.00,69,
1542,NQ JUN25,Backtest,Orb,Long,1,13694.25,13703.00,10/4/2022 9:02:00 AM,10/4/2022 4:00:00 PM,ORB_Long,Exit on session close,$175.00,$126120.00,$0.00,$2245.00,$770.00,$595.00,419,
1543,NQ JUN25,Backtest,Orb,Short,1,13443.75,13553.75,10/5/2022 9:31:00 AM,10/5/2022 11:09:00 AM,ORB_Short,Stop loss,($2200.00),$123920.00,$0.00,$2200.00,$390.00,$2590.00,99,
1544,NQ JUN25,Backtest,Orb,Short,1,13632.25,13666.00,10/6/2022 9:03:00 AM,10/6/2022 9:50:00 AM,ORB_Short,Stop loss,($675.00),$123245.00,$0.00,$675.00,$960.00,$1635.00,48,
1545,NQ JUN25,Backtest,Orb,Short,1,13332.75,13154.00,10/7/2022 8:46:00 AM,10/7/2022 4:00:00 PM,ORB_Short,Exit on session close,$3575.00,$126820.00,$0.00,$290.00,$4635.00,$1060.00,435,
1546,NQ JUN25,Backtest,Orb,Short,1,13069.25,13051.25,10/10/2022 9:02:00 AM,10/10/2022 4:00:00 PM,ORB_Short,Exit on session close,$360.00,$127180.00,$0.00,$1135.00,$2695.00,$2335.00,419,
1547,NQ JUN25,Backtest,Orb,Short,1,12912.00,13003.50,10/11/2022 8:50:00 AM,10/11/2022 10:37:00 AM,ORB_Short,Stop loss,($1830.00),$125350.00,$0.00,$1830.00,$1315.00,$3145.00,108,
1548,NQ JUN25,Backtest,Orb,Short,1,12900.75,12932.25,10/12/2022 9:08:00 AM,10/12/2022 9:28:00 AM,ORB_Short,Stop loss,($630.00),$124720.00,$0.00,$630.00,$650.00,$1280.00,21,
1549,NQ JUN25,Backtest,Orb,Long,1,12732.25,13123.25,10/13/2022 9:15:00 AM,10/13/2022 4:00:00 PM,ORB_Long,Exit on session close,$7820.00,$132540.00,$0.00,$1465.00,$9365.00,$1545.00,406,
1550,NQ JUN25,Backtest,Orb,Short,1,13039.25,12804.00,10/14/2022 9:02:00 AM,10/14/2022 4:00:00 PM,ORB_Short,Exit on session close,$4705.00,$137245.00,$0.00,$940.00,$5095.00,$390.00,419,
1551,NQ JUN25,Backtest,Orb,Long,1,13185.00,13191.75,10/17/2022 9:16:00 AM,10/17/2022 4:00:00 PM,ORB_Long,Exit on session close,$135.00,$137380.00,$0.00,$2095.00,$380.00,$245.00,405,
1552,NQ JUN25,Backtest,Orb,Short,1,13357.50,13380.50,10/18/2022 8:56:00 AM,10/18/2022 4:00:00 PM,ORB_Short,Exit on session close,($460.00),$136920.00,$0.00,$910.00,$4365.00,$4825.00,425,
1553,NQ JUN25,Backtest,Orb,Long,1,13265.25,13174.25,10/19/2022 9:16:00 AM,10/19/2022 11:47:00 AM,ORB_Long,Stop loss,($1820.00),$135100.00,$0.00,$1820.00,$1540.00,$3360.00,152,
1554,NQ JUN25,Backtest,Orb,Long,1,13298.00,13163.25,10/20/2022 9:04:00 AM,10/20/2022 12:48:00 PM,ORB_Long,Stop loss,($2695.00),$132405.00,$0.00,$2695.00,$1770.00,$4465.00,225,
1555,NQ JUN25,Backtest,Orb,Long,1,13169.75,13435.75,10/21/2022 8:47:00 AM,10/21/2022 4:00:00 PM,ORB_Long,Exit on session close,$5320.00,$137725.00,$0.00,$1220.00,$5485.00,$165.00,434,
1556,NQ JUN25,Backtest,Orb,Long,1,13640.75,13643.50,10/25/2022 8:47:00 AM,10/25/2022 4:00:00 PM,ORB_Long,Exit on session close,$55.00,$137780.00,$0.00,$865.00,$3020.00,$2965.00,434,
1557,NQ JUN25,Backtest,Orb,Long,1,13599.50,13531.25,10/26/2022 9:02:00 AM,10/26/2022 12:33:00 PM,ORB_Long,Stop loss,($1365.00),$136415.00,$0.00,$1365.00,$3235.00,$4600.00,212,
1558,NQ JUN25,Backtest,Orb,Short,1,13397.00,13503.25,10/27/2022 9:07:00 AM,10/27/2022 9:26:00 AM,ORB_Short,Stop loss,($2125.00),$134290.00,$0.00,$2125.00,$240.00,$2365.00,20,
1559,NQ JUN25,Backtest,Orb,Long,1,13429.00,13683.25,10/28/2022 9:27:00 AM,10/28/2022 4:00:00 PM,ORB_Long,Exit on session close,$5085.00,$139375.00,$0.00,$0.00,$5095.00,$10.00,394,
1560,NQ JUN25,Backtest,Orb,Short,1,13597.25,13418.00,11/1/2022 8:47:00 AM,11/1/2022 9:45:00 AM,ORB_Short,Profit target,$3585.00,$142960.00,$0.00,$265.00,$3585.00,$0.00,59,
1561,NQ JUN25,Backtest,Orb,Short,1,12777.75,12894.00,11/3/2022 9:02:00 AM,11/3/2022 9:29:00 AM,ORB_Short,Stop loss,($2325.00),$140635.00,$0.00,$2325.00,$240.00,$2565.00,28,
1562,NQ JUN25,Backtest,Orb,Short,1,12922.50,13003.25,11/7/2022 9:00:00 AM,11/7/2022 9:17:00 AM,ORB_Short,Stop loss,($1615.00),$139020.00,$0.00,$1615.00,$120.00,$1735.00,18,
1563,NQ JUN25,Backtest,Orb,Short,1,13121.25,13151.00,11/8/2022 8:54:00 AM,11/8/2022 9:19:00 AM,ORB_Short,Stop loss,($595.00),$138425.00,$0.00,$595.00,$450.00,$1045.00,26,
1564,NQ JUN25,Backtest,Orb,Short,1,13037.75,12900.50,11/9/2022 8:59:00 AM,11/9/2022 4:00:00 PM,ORB_Short,Exit on session close,$2745.00,$141170.00,$0.00,$1380.00,$3155.00,$410.00,422,
1565,NQ JUN25,Backtest,Orb,Long,1,13726.25,13875.75,11/11/2022 9:02:00 AM,11/11/2022 12:25:00 PM,ORB_Long,Profit target,$2990.00,$144160.00,$0.00,$660.00,$2990.00,$0.00,204,
1566,NQ JUN25,Backtest,Orb,Short,1,13834.00,13829.25,11/16/2022 8:48:00 AM,11/16/2022 4:00:00 PM,ORB_Short,Exit on session close,$95.00,$144255.00,$0.00,$1075.00,$1395.00,$1300.00,433,
1567,NQ JUN25,Backtest,Orb,Long,1,13717.25,13804.25,11/17/2022 9:21:00 AM,11/17/2022 4:00:00 PM,ORB_Long,Exit on session close,$1740.00,$145995.00,$0.00,$1230.00,$2310.00,$570.00,400,
1568,NQ JUN25,Backtest,Orb,Short,1,13789.00,13768.75,11/18/2022 9:02:00 AM,11/18/2022 4:00:00 PM,ORB_Short,Exit on session close,$405.00,$146400.00,$0.00,$200.00,$2485.00,$2080.00,419,
1569,NQ JUN25,Backtest,Orb,Short,1,13680.00,13646.75,11/21/2022 9:08:00 AM,11/21/2022 4:00:00 PM,ORB_Short,Exit on session close,$665.00,$147065.00,$0.00,$330.00,$1385.00,$720.00,413,
1570,NQ JUN25,Backtest,Orb,Long,1,13859.75,13803.75,11/23/2022 8:47:00 AM,11/23/2022 11:58:00 AM,ORB_Long,Stop loss,($1120.00),$145945.00,$0.00,$1120.00,$1770.00,$2890.00,192,
1571,NQ JUN25,Backtest,Orb,Long,1,13804.00,13748.00,11/28/2022 9:14:00 AM,11/28/2022 9:26:00 AM,ORB_Long,Stop loss,($1120.00),$144825.00,$0.00,$1120.00,$175.00,$1295.00,13,
1572,NQ JUN25,Backtest,Orb,Short,1,13652.00,13577.00,11/29/2022 9:02:00 AM,11/29/2022 4:00:00 PM,ORB_Short,Exit on session close,$1500.00,$146325.00,$0.00,$885.00,$2585.00,$1085.00,419,
1573,NQ JUN25,Backtest,Orb,Short,1,13588.75,13611.75,11/30/2022 9:02:00 AM,11/30/2022 9:05:00 AM,ORB_Short,Stop loss,($460.00),$145865.00,$0.00,$460.00,$205.00,$665.00,4,
1574,NQ JUN25,Backtest,Orb,Long,1,14157.75,14112.00,12/1/2022 9:02:00 AM,12/1/2022 9:12:00 AM,ORB_Long,Stop loss,($915.00),$144950.00,$0.00,$915.00,$95.00,$1010.00,11,
1575,NQ JUN25,Backtest,Orb,Long,1,13980.25,14036.75,12/2/2022 9:14:00 AM,12/2/2022 4:00:00 PM,ORB_Long,Exit on session close,$1130.00,$146080.00,$0.00,$875.00,$2500.00,$1370.00,407,
1576,NQ JUN25,Backtest,Orb,Short,1,13955.75,13996.25,12/5/2022 9:02:00 AM,12/5/2022 10:02:00 AM,ORB_Short,Stop loss,($810.00),$145270.00,$0.00,$810.00,$725.00,$1535.00,61,
1577,NQ JUN25,Backtest,Orb,Short,1,13780.75,13624.00,12/6/2022 8:46:00 AM,12/6/2022 4:00:00 PM,ORB_Short,Exit on session close,$3135.00,$148405.00,$0.00,$260.00,$4420.00,$1285.00,435,
1578,NQ JUN25,Backtest,Orb,Short,1,13506.75,13586.25,12/7/2022 9:02:00 AM,12/7/2022 9:09:00 AM,ORB_Short,Stop loss,($1590.00),$146815.00,$0.00,$1590.00,$170.00,$1760.00,8,
1579,NQ JUN25,Backtest,Orb,Short,1,13550.00,13629.00,12/8/2022 8:47:00 AM,12/8/2022 8:57:00 AM,ORB_Short,Stop loss,($1580.00),$145235.00,$0.00,$1580.00,$40.00,$1620.00,11,
1580,NQ JUN25,Backtest,Orb,Short,1,14169.50,13880.75,12/13/2022 9:03:00 AM,12/13/2022 11:12:00 AM,ORB_Short,Profit target,$5775.00,$151010.00,$0.00,$410.00,$5775.00,$0.00,130,
1581,NQ JUN25,Backtest,Orb,Long,1,13953.00,13868.25,12/14/2022 9:02:00 AM,12/14/2022 1:01:00 PM,ORB_Long,Stop loss,($1695.00),$149315.00,$0.00,$1695.00,$1260.00,$2955.00,240,
1582,NQ JUN25,Backtest,Orb,Long,1,13392.75,13310.00,12/16/2022 8:47:00 AM,12/16/2022 9:17:00 AM,ORB_Long,Stop loss,($1655.00),$147660.00,$0.00,$1655.00,$905.00,$2560.00,31,
1583,NQ JUN25,Backtest,Orb,Short,1,13202.25,13131.50,12/19/2022 9:04:00 AM,12/19/2022 4:00:00 PM,ORB_Short,Exit on session close,$1415.00,$149075.00,$0.00,$1080.00,$2480.00,$1065.00,417,
1584,NQ JUN25,Backtest,Orb,Long,1,13211.00,13302.00,12/21/2022 8:50:00 AM,12/21/2022 4:00:00 PM,ORB_Long,Exit on session close,$1820.00,$150895.00,$0.00,$930.00,$2505.00,$685.00,431,
1585,NQ JUN25,Backtest,Orb,Short,1,13006.50,12990.75,12/22/2022 9:07:00 AM,12/22/2022 4:00:00 PM,ORB_Short,Exit on session close,$315.00,$151210.00,$0.00,$400.00,$3790.00,$3475.00,414,
1586,NQ JUN25,Backtest,Orb,Short,1,12923.75,12993.75,12/23/2022 9:02:00 AM,12/23/2022 9:26:00 AM,ORB_Short,Stop loss,($1400.00),$149810.00,$0.00,$1400.00,$1220.00,$2620.00,25,
1587,NQ JUN25,Backtest,Orb,Short,1,12865.50,12858.50,12/27/2022 8:47:00 AM,12/27/2022 4:00:00 PM,ORB_Short,Exit on session close,$140.00,$149950.00,$0.00,$1975.00,$460.00,$320.00,434,
1588,NQ JUN25,Backtest,Orb,Long,1,12910.75,12976.50,12/29/2022 8:52:00 AM,12/29/2022 4:00:00 PM,ORB_Long,Exit on session close,$1315.00,$151265.00,$0.00,$445.00,$2145.00,$830.00,429,
1589,NQ JUN25,Backtest,Orb,Short,1,12917.25,12983.00,1/4/2023 8:46:00 AM,1/4/2023 10:33:00 AM,ORB_Short,Stop loss,($1315.00),$149950.00,$0.00,$1315.00,$2145.00,$3460.00,108,
1590,NQ JUN25,Backtest,Orb,Long,1,13188.50,13119.25,1/9/2023 8:46:00 AM,1/9/2023 2:56:00 PM,ORB_Long,Stop loss,($1385.00),$148565.00,$0.00,$1385.00,$2870.00,$4255.00,371,
1591,NQ JUN25,Backtest,Orb,Long,1,13228.75,13085.25,1/10/2023 9:18:00 AM,1/10/2023 9:45:00 AM,ORB_Long,Stop loss,($2870.00),$145695.00,$0.00,$2870.00,$5.00,$2875.00,28,
1592,NQ JUN25,Backtest,Orb,Long,1,13320.25,13421.50,1/11/2023 9:24:00 AM,1/11/2023 4:00:00 PM,ORB_Long,Exit on session close,$2025.00,$147720.00,$0.00,$1210.00,$2115.00,$90.00,397,
1593,NQ JUN25,Backtest,Orb,Short,1,13299.25,13445.00,1/12/2023 8:47:00 AM,1/12/2023 9:16:00 AM,ORB_Short,Stop loss,($2915.00),$144805.00,$0.00,$2915.00,$830.00,$3745.00,30,
1594,NQ JUN25,Backtest,Orb,Long,1,13424.25,13548.00,1/13/2023 9:02:00 AM,1/13/2023 4:00:00 PM,ORB_Long,Exit on session close,$2475.00,$147280.00,$0.00,$475.00,$2835.00,$360.00,419,
1595,NQ JUN25,Backtest,Orb,Long,1,13582.25,13516.50,1/17/2023 9:02:00 AM,1/17/2023 10:11:00 AM,ORB_Long,Stop loss,($1315.00),$145965.00,$0.00,$1315.00,$985.00,$2300.00,70,
1596,NQ JUN25,Backtest,Orb,Short,1,13634.75,13659.00,1/18/2023 8:46:00 AM,1/18/2023 8:51:00 AM,ORB_Short,Stop loss,($485.00),$145480.00,$0.00,$485.00,$300.00,$785.00,6,
1597,NQ JUN25,Backtest,Orb,Long,1,13400.25,13371.00,1/20/2023 8:53:00 AM,1/20/2023 9:01:00 AM,ORB_Long,Stop loss,($585.00),$144895.00,$0.00,$585.00,$385.00,$970.00,9,
1598,NQ JUN25,Backtest,Orb,Long,1,13727.00,13882.00,1/23/2023 8:49:00 AM,1/23/2023 4:00:00 PM,ORB_Long,Exit on session close,$3100.00,$147995.00,$0.00,$85.00,$4050.00,$950.00,432,
1599,NQ JUN25,Backtest,Orb,Long,1,13856.00,13792.50,1/24/2023 8:49:00 AM,1/24/2023 9:06:00 AM,ORB_Long,Stop loss,($1270.00),$146725.00,$0.00,$1270.00,$840.00,$2110.00,18,
1600,NQ JUN25,Backtest,Orb,Short,1,13597.75,13666.50,1/25/2023 8:56:00 AM,1/25/2023 10:20:00 AM,ORB_Short,Stop loss,($1375.00),$145350.00,$0.00,$1375.00,$935.00,$2310.00,85,
1601,NQ JUN25,Backtest,Orb,Long,1,13984.00,13950.75,1/26/2023 9:25:00 AM,1/26/2023 9:39:00 AM,ORB_Long,Stop loss,($665.00),$144685.00,$0.00,$665.00,$220.00,$885.00,15,
1602,NQ JUN25,Backtest,Orb,Long,1,14061.00,14167.50,1/27/2023 9:02:00 AM,1/27/2023 4:00:00 PM,ORB_Long,Exit on session close,$2130.00,$146815.00,$0.00,$445.00,$3880.00,$1750.00,419,
1603,NQ JUN25,Backtest,Orb,Short,1,14009.75,13929.25,1/30/2023 9:25:00 AM,1/30/2023 9:48:00 AM,ORB_Short,Profit target,$1610.00,$148425.00,$0.00,$115.00,$1610.00,$0.00,24,
1604,NQ JUN25,Backtest,Orb,Long,1,14005.50,14065.75,1/31/2023 9:31:00 AM,1/31/2023 4:00:00 PM,ORB_Long,Exit on session close,$1205.00,$149630.00,$0.00,$345.00,$1940.00,$735.00,390,
1605,NQ JUN25,Backtest,Orb,Long,1,14656.50,14563.00,2/3/2023 9:02:00 AM,2/3/2023 4:00:00 PM,ORB_Long,Exit on session close,($1870.00),$147760.00,$0.00,$2630.00,$3360.00,$5230.00,419,
